Yahoo! Taiwan,http://tw.dictionary.yahoo.com/search?ei=UTF-8&p=%1
Yahoo! Japan,http://dic.yahoo.co.jp/dsearch?enc=UTF-8&p=%1&stype=0&dtype=2
Wekipedia(English),http://en.wikipedia.org/wiki/%1
